Hour,Price,Vmin_pu,VminBus,Loss_pu,LossCost
1,0.6,0.950000000973975,18,0.00706384925981154,0.00423830955588692
2,0.6,0.950000000934532,18,0.00681359250921301,0.0040881555055278
3,0.6,0.951277693929755,18,0.0064485285750962,0.00386911714505772
4,0.6,0.952153016969211,18,0.00622481864660052,0.00373489118796031
5,0.6,0.951277693929797,18,0.00644852857510019,0.00386911714506012
6,0.6,0.950000000973975,18,0.00706384925988355,0.00423830955593013
7,1,0.950000000711446,18,0.0072124940986578,0.0072124940986578
8,1,0.950000000492541,18,0.00767176982199521,0.00767176982199521
9,1,0.95000000040508,18,0.00796254253895242,0.00796254253895242
10,1,0.950000000487755,18,0.00812729791908227,0.00812729791908227
11,1,0.95000000040508,18,0.00796254253895242,0.00796254253895242
12,1,0.950000000544564,18,0.0078897656530474,0.0078897656530474
13,1,0.95000000064794,18,0.00783946670554216,0.00783946670554216
14,1,0.950000000597828,18,0.00773840243478784,0.00773840243478784
15,1,0.95000000063283,18,0.00778862480961618,0.00778862480961618
16,1,0.95000000040508,18,0.00796254253895242,0.00796254253895242
17,1.8,0.950000000394101,18,0.00850453712147976,0.0153081668186636
18,1.8,0.95000000029088,18,0.00883487912933758,0.0159027824328077
19,1.8,0.950000000186704,18,0.00746245830963072,0.0134324249573353
20,1.8,0.950000000201122,18,0.00749302203991969,0.0134874396718554
21,1.8,0.950000000318132,18,0.00841333895551154,0.0151440101199208
22,0.9,0.950000000455074,18,0.00827150580187224,0.00744435522168502
23,0.9,0.950000000498029,18,0.00759134569748641,0.00683221112773777
24,0.9,0.950000000743175,18,0.00733089860989756,0.00659780874890781
