h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.998224415794801,0.998265199930483,0.998319658491995,0.998349404078035,0.998319658491984,0.998224415794814,0.99807982762614,0.997981282087242,0.997896197969163,0.997888193194559,0.997896197969163,0.997904196773018,0.997923838453013,0.997952316412844,0.997938079254115,0.997896197969163,0.997785257525672,0.997659413777079,0.997557989064966,0.997534441899186,0.997633981928387,0.997851742446309,0.998028068215102,0.998136796619568
0.989827463405927,0.990050838399161,0.990361167611851,0.990532242618198,0.990361167611791,0.989827463405934,0.989086643600747,0.988638301012675,0.98824027123243,0.988224944506051,0.98824027123243,0.988255564814498,0.988344732117671,0.988489965915522,0.988417359879258,0.98824027123243,0.987713780501115,0.987092875942687,0.986591541948954,0.986477690287382,0.986967053198143,0.988046887178675,0.988864279717882,0.98937745317353
0.98542166341575,0.98572085259894,0.986161589203151,0.986407791331799,0.986161589203054,0.985421663415688,0.98453644983159,0.984127204382215,0.983736759265621,0.983775831145272,0.983736759265621,0.983697661559054,0.983778468824149,0.983950297874889,0.983864395438156,0.983736759265621,0.983202606296953,0.98251630117674,0.981960576053013,0.981840363372908,0.98237651194541,0.983582904359327,0.984366421771818,0.984881437886958
0.981074965793431,0.981445251857298,0.982013908973458,0.982334390029623,0.982013908973323,0.98107496579333,0.980078150946533,0.979748452958104,0.97939712841414,0.979500602763578,0.97939712841414,0.979293635341414,0.979357935677609,0.979549626101833,0.979453793885357,0.97939712841414,0.978894084095507,0.97817887065558,0.977597930244121,0.977478939505802,0.978032390378775,0.97930392772237,0.979985841507095,0.980464040210765
0.970274314577616,0.970818197467126,0.971704211698859,0.972209431536402,0.971704211698621,0.970274314577546,0.969216309538762,0.969253067198185,0.969014289853088,0.969281739991193,0.969014289853088,0.968746818376971,0.968766258871151,0.969003559351167,0.968884925057128,0.969014289853088,0.968605758511998,0.967846916877082,0.96720482261515,0.967095204789737,0.967683883786581,0.969080804963437,0.969475958512096,0.969610578005494
0.968296475020593,0.968819713969858,0.969751491087492,0.970291539546052,0.969751491087198,0.968296475020525,0.967130990006085,0.967309215597991,0.96717840856318,0.967559004044233,0.96717840856318,0.966797773789206,0.966780426520917,0.967038952919651,0.966909707829611,0.96717840856318,0.96686821469796,0.966120704161979,0.965439784002258,0.965344108928591,0.965946758763024,0.967366556702599,0.967404802872048,0.967586837171426
0.965553052072732,0.966042602454993,0.967036774161011,0.967625285977614,0.967036774160656,0.965553052072658,0.964283942254068,0.964797002641588,0.964561613733779,0.964884404059213,0.964561613733779,0.964238798013505,0.964251440702678,0.964518809588891,0.964385143369289,0.964561613733779,0.964170653979617,0.963456985974803,0.96279539254311,0.962722743529534,0.96328692797521,0.964677092569832,0.964637020118165,0.964802353033162
0.962088027574092,0.962474240944334,0.963533227311109,0.964184288505383,0.963533227310638,0.962088027574019,0.960840573078497,0.961063536693446,0.960691461900844,0.960928608947762,0.960691461900844,0.960454303439599,0.960507365371886,0.960780780349709,0.960644091384694,0.960691461900844,0.960210585745821,0.959616402336167,0.959006266359968,0.958986328737506,0.959457147910811,0.960709534551559,0.961009328187416,0.961390160682665
0.958899164944033,0.959171031838915,0.960285294688767,0.960994301174711,0.960285294688179,0.958899164943967,0.957724022257193,0.957704179105428,0.957234530504015,0.957395120280339,0.957234530504015,0.957073939114857,0.957157721162745,0.957427027591954,0.957292392442584,0.957234530504015,0.956713528247438,0.95629052357075,0.955773422840366,0.955816750633454,0.956152451932195,0.957179408327664,0.957736690109792,0.95828480802388
0.958429952105951,0.958683052673222,0.95980500967158,0.960522586902571,0.959805009670975,0.958429952105884,0.957273234099221,0.957222368471138,0.956744634647291,0.95689437174146,0.956744634647291,0.956594897138012,0.95668177020119,0.956948272345972,0.956815038993396,0.956744634647291,0.956227363727097,0.955839838398352,0.955349038125048,0.955403933511522,0.955708079764675,0.956682383415256,0.957265345691144,0.957832462514544
0.957619377762363,0.957834043301056,0.958967898477289,0.95970042204525,0.958967898476653,0.957619377762296,0.956511247957778,0.956414711360511,0.955932363016956,0.956064095026928,0.955932363016956,0.955800632046922,0.955890698713904,0.956149146825075,0.956019939639745,0.955932363016956,0.95543568083189,0.955129196811862,0.954699304315957,0.954778904757851,0.95501216634289,0.955863248633511,0.956472254395752,0.957062096743903
0.954389286534122,0.954391558392497,0.955559018651472,0.956352287105656,0.955559018650664,0.954389286534065,0.953612256327875,0.953386873173501,0.952940528261328,0.953005850784554,0.952940528261328,0.952875207787852,0.952965401171079,0.953173648037642,0.953069537813679,0.952940528261328,0.952606356141257,0.952771833867529,0.952615051016171,0.952659361143417,0.952728375153433,0.952875955565112,0.953481274109177,0.954089559218737
0.953227072614089,0.95312299293233,0.954295538371866,0.955111281607579,0.954295538370973,0.953227072614037,0.952640545796228,0.952397462214644,0.95199414414045,0.952038446249538,0.95199414414045,0.951949843566135,0.952033126012433,0.952213255280329,0.952123202263703,0.95199414414045,0.951763074170624,0.951887051589632,0.951842722620963,0.951873951425338,0.951873811185425,0.951948825199915,0.952493470663565,0.953070008549346
0.952385070844402,0.952308136516473,0.953508621619439,0.954338376871766,0.953508621618475,0.952385070844362,0.95185071111064,0.951611679639069,0.95126891534558,0.95129710992526,0.95126891534558,0.951240721730465,0.95131264459235,0.951460563732249,0.951386613647316,0.95126891534558,0.951162000376291,0.951269513816587,0.951361838590377,0.951384919739661,0.951292595081861,0.951253917623639,0.951700151427905,0.952226238240117
0.951569680382884,0.951519039612866,0.952746577060119,0.953590014981956,0.952746577059072,0.951569680382858,0.951129170515466,0.950926893108793,0.950683533526602,0.95069872384023,0.950683533526602,0.950668343203948,0.950719990990078,0.950822375484502,0.950771189698019,0.950683533526602,0.950759485335927,0.95083543778434,0.95089620029619,0.950911391013382,0.950850628383593,0.950721509327374,0.9509932193,0.951427496821721
0.950361754188501,0.950350084208996,0.95161779373434,0.952481608371822,0.951617793733183,0.950361754188498,0.950194957227281,0.950143534075588,0.9501575374654,0.950161038334814,0.9501575374654,0.950154036605359,0.950150535774145,0.950147034926529,0.950148785350615,0.9501575374654,0.950175041728287,0.950192545994778,0.950206549415951,0.950210050280162,0.950196046853666,0.950166289592101,0.95013653239025,0.950301313835192
