Row,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
bus2,8.06523157148575e-08,8.08982645317258e-08,7.82587890046926e-08,7.95617840498863e-08,7.82587890046926e-08,8.06523157148575e-08,7.94378456347999e-08,7.98610341190553e-08,7.95733789971109e-08,7.93142189703389e-08,7.95733789971109e-08,7.99301771436944e-08,7.89615082208428e-08,7.9392400875733e-08,7.91611870498699e-08,7.95733789971109e-08,7.89599527983853e-08,1.21730681534871e-07,1.21751693060723e-07,1.2165897222971e-07,1.21434604927195e-07,7.94502438283828e-08,8.04392894515615e-08,7.99402001261384e-08
bus3,1.91846601937939e-08,1.89145611395602e-08,1.18640683943738e-08,1.38039157882019e-08,1.18640683943738e-08,1.91846601937939e-08,2.07952696174019e-08,6.8688006282791e-08,6.81151760550947e-08,6.8545101927775e-08,6.81151760550947e-08,6.82079490665899e-08,6.8555065069198e-08,6.85665086930243e-08,6.84987386811997e-08,6.81151760550947e-08,7.3543820255928e-08,7.4169366981458e-08,8.02028452540071e-08,8.11716936999218e-08,7.43171980621682e-08,7.17409178729866e-08,2.19797687828205e-08,1.97626218723101e-08
bus4,1.11384982459661e-07,1.13557929171115e-07,9.49699664465342e-08,9.55811760849912e-08,9.49699664465342e-08,1.11384982459661e-07,1.14075098034405e-07,1.2793155523827e-07,1.1710812841681e-07,1.18523834635731e-07,1.1710812841681e-07,1.19518858032741e-07,1.23668052687265e-07,1.25442114695673e-07,1.24249548538735e-07,1.1710812841681e-07,1.30007462795234e-07,1.93068161236098e-07,2.35185770636193e-07,2.41233237496807e-07,1.9379905868977e-07,1.27265994076531e-07,1.18325657383345e-07,1.09451779417569e-07
bus5,6.9792696510973e-08,6.92662717183268e-08,5.70134586208582e-08,5.74474784409418e-08,5.70134586208582e-08,6.9792696510973e-08,6.9784380385407e-08,8.34847793118598e-08,8.18584636741448e-08,8.23849845010827e-08,8.18584636741448e-08,8.20863824690932e-08,8.37724847269072e-08,8.35495966855504e-08,8.35407326649218e-08,8.18584636741448e-08,8.81001585018026e-08,1.33186549122755e-07,1.46058437566765e-07,1.49384825953724e-07,1.32047635603705e-07,8.7537461279652e-08,7.71004641242357e-08,6.80271082798001e-08
bus6,6.8042967149573e-08,6.85225073349116e-08,5.27781077730438e-08,5.2415036422282e-08,5.27781077730438e-08,6.8042967149573e-08,6.80155793908455e-08,8.21565921960143e-08,7.35790892658628e-08,7.28492713930606e-08,7.35790892658628e-08,7.54430776739312e-08,7.9208829828481e-08,8.02286498347016e-08,7.9548418852049e-08,7.35790892658628e-08,7.14924754952051e-08,1.75638186661331e-07,2.35667626080627e-07,2.4761377659388e-07,1.7946567398841e-07,7.69504588937764e-08,7.53993918412021e-08,6.62727995814905e-08
bus7,1.59014738265739e-07,1.64185734230493e-07,7.1547526236948e-08,6.25424293465571e-08,7.1547526236948e-08,1.59014738265739e-07,7.5684219136285e-07,0.161217565135138,0.999950306971864,0.999997248711112,0.999950306971864,0.999957974809513,0.999950483138807,0.682492339425326,0.934060155062531,0.999950306971864,0.999999161898545,0.999999681450377,0.999999742203411,0.999999757767012,0.999999657915966,0.999998716044935,1.73945088910443e-06,2.38609230041043e-07
bus8,2.47701948064005e-07,2.59575310468385e-07,9.24512082445261e-08,7.91585501591641e-08,9.24512082445261e-08,2.47701948064005e-07,2.87365376283599e-06,0.999999359107591,0.999998820416648,0.999999226732401,0.999998820416648,0.999998926306169,0.999999070849379,0.999999215798719,0.999999129400485,0.999998820416648,0.999999629070473,0.99999980216794,0.999999837029913,0.999999848099898,0.999999790979101,0.999999499632234,0.999995013810561,2.38915368044879e-07
bus9,7.39198919852413e-08,7.74732186181737e-08,5.05488714219737e-08,5.03869984624927e-08,5.05488714219737e-08,7.39198919852413e-08,7.11517883500434e-08,1.00705605077245e-07,9.30807156906965e-08,1.24963126957311e-07,9.30807156906965e-08,8.67833634954351e-08,9.36103718984782e-08,9.51328185117006e-08,9.34378997508034e-08,9.30807156906965e-08,2.51221845881666e-07,1.38159913720681e-06,2.98603313153567e-06,3.11097665250948e-06,1.24336051587903e-06,1.7838437049722e-07,8.90505382766804e-08,7.06638781933222e-08
bus10,7.00104517692424e-08,7.57839436760221e-08,4.56060978981654e-08,4.50865246248711e-08,4.56060978981654e-08,7.00104517692424e-08,6.07573619193502e-08,1.62919950641438e-07,2.29113673255732e-07,2.99422853400344e-07,2.29113673255732e-07,2.00605624223194e-07,1.94648699380906e-07,1.74946609199367e-07,1.82834880457783e-07,2.29113673255732e-07,4.679520824169e-07,0.283906690790702,0.999997917677239,0.99999846370974,0.644624333186456,3.08651793234915e-07,1.08807726939553e-07,6.52388184585462e-08
bus11,2.10981702108981e-08,2.32080931139578e-08,3.70092467782968e-09,5.96535254526742e-09,3.70092467782968e-09,2.10981702108981e-08,2.36505618422811e-08,1.57486023888431e-07,2.2319306236529e-07,2.97909701241217e-07,2.2319306236529e-07,1.92775932661426e-07,1.77627679787129e-07,1.63707251976675e-07,1.68684032630928e-07,2.2319306236529e-07,3.76954414238462e-07,4.48680590281469e-06,0.485821466130113,0.485489014587067,3.95621213711284e-06,3.22908164207547e-07,1.11183553586081e-07,2.17497320154081e-08
bus12,7.95368649830763e-08,8.42395794231621e-08,4.35660751918476e-08,4.23781376657217e-08,4.35660751918476e-08,7.95368649830763e-08,1.43229037297132e-07,5.74456528679157e-07,7.46986674737826e-07,1.28599029980414e-06,7.46986674737826e-07,6.08595778217591e-07,5.65957694154129e-07,5.48483627071938e-07,5.4584309527872e-07,7.46986674737826e-07,2.82572662291258e-06,0.999999411860338,0.999999560603633,0.999999625646486,0.999999283739503,1.25226405478518e-06,2.68838317052378e-07,8.93926259681876e-08
bus13,1.03212767110783e-07,1.04023967661959e-07,4.2361821162018e-08,3.89380401255579e-08,4.2361821162018e-08,1.03212767110783e-07,3.33141172537132e-07,3.325106846086e-06,3.77629016390379e-06,0.0457795881983375,3.77629016390379e-06,2.14699781253547e-06,2.65456178527579e-06,2.55743573940315e-06,2.59387736911698e-06,3.77629016390379e-06,0.99999872654854,0.999999730840413,0.999999795222501,0.999999812304166,0.999999719250063,0.734486769926055,6.63576691928291e-07,1.39208573557426e-07
bus14,0.63851991497442,0.138525779164815,6.79679483694962e-07,4.81516586492425e-07,6.79679483694962e-07,0.638519914966991,0.999997489222662,0.999999883917273,0.999999878798945,0.999999920736072,0.999999878798945,0.999999880119639,0.999999878118072,0.999999872984745,0.99999987532562,0.999999878798945,0.999999937412862,0.999999936123498,0.999999951084629,0.999999953789303,0.999999936691809,0.999999916457275,0.999999787474119,0.999991331241682
bus15,9.13421128734271e-08,9.63101298712132e-08,4.42847740700358e-08,4.25248071200812e-08,4.42847740700358e-08,9.13421128734271e-08,2.6302218714136e-07,1.64460843643521e-06,1.83662865260725e-06,6.21206438244926e-06,1.83662865260725e-06,1.39397811871333e-06,1.50947915644739e-06,1.45259142414478e-06,1.44185953654397e-06,1.83662865260725e-06,0.575229978209275,0.999999682914248,0.999999764542631,0.999999786847586,0.999999669962388,4.11897827334862e-06,4.81675090813205e-07,1.16897504565117e-07
bus16,1.29174206664473e-07,1.29902901324641e-07,4.724460278549e-08,4.20202928008706e-08,4.724460278549e-08,1.29174206664473e-07,5.43773740480091e-07,3.78509714965558e-05,0.843693647801979,0.999999374932177,0.843693647801979,0.49826875998739,0.136914748727206,3.53827915506866e-05,3.94702668290448e-05,0.843693647801979,0.999999555653707,0.999999813887933,0.999999853855133,0.999999865584524,0.999999813422385,0.999998740084743,1.28757449269212e-06,1.84339319364568e-07
bus17,1.8446263072569e-07,1.8792551248481e-07,5.60656963077832e-08,4.57826796473881e-08,5.60656963077832e-08,1.8446263072569e-07,1.02382434574722e-06,0.999999509691054,0.999998705833085,0.999999622945511,0.999998705833085,0.999998961535046,0.999999113668645,0.999999029301045,0.999999025923317,0.999998705833085,0.999999752305625,0.999999868972259,0.99999989551611,0.999999902529806,0.999999871240644,0.999999546142781,0.333363716875295,2.7096207455557e-07
bus18,1.09289502024934e-05,1.99527924431564e-05,4.54097268454134e-07,2.02297747331492e-07,4.54097268565157e-07,1.09289501809551e-05,0.999997211025946,0.999999871006864,0.999999866128389,0.999999911905389,0.999999866128389,0.999999870576143,0.999999867084782,0.999999857936591,0.999999860513309,0.999999866128389,0.999999930504625,0.999999958468391,0.999999965940288,0.999999967590205,0.999999959287675,0.999999908556927,0.99999978152288,0.564657403718716
bus19,7.48680589746087e-08,7.5235404572993e-08,7.3375250986274e-08,7.44571430066898e-08,7.3375250986274e-08,7.48680589746087e-08,7.2398467332313e-08,1.18819227790112e-07,1.17978319336132e-07,1.17780435626713e-07,1.17978319336132e-07,1.18262467041497e-07,1.18259765646833e-07,1.18523468706222e-07,1.18375127811099e-07,1.17978319336132e-07,1.17829631052224e-07,1.18232032941812e-07,1.18029060192093e-07,1.17902382967827e-07,1.17933597887365e-07,1.18131901372109e-07,1.18721392827759e-07,7.30913293223168e-08
bus20,5.06349429052477e-08,5.10612497839347e-08,5.01738702807231e-08,5.08519503172877e-08,5.01738702807231e-08,5.06349429052477e-08,4.87205503718613e-08,1.03343120283483e-07,1.01047413991751e-07,1.004642854463e-07,1.01047413991751e-07,1.01716579159472e-07,1.01974338084787e-07,1.02642523369667e-07,1.02294229642474e-07,1.01047413991751e-07,9.87972917920743e-08,9.77537405466578e-08,9.6451739484138e-08,9.60794755977545e-08,9.72120310915869e-08,1.00094528887595e-07,1.04198344952344e-07,4.93049638894405e-08
