Row,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
bus2,8.86861022397767e-08,8.87595507093053e-08,8.80997715890786e-08,8.81862509682918e-08,8.80997715890786e-08,8.86861022397767e-08,8.79037157508478e-08,1.42627306076726e-07,1.4253845226353e-07,1.42351029852605e-07,1.4253845226353e-07,1.42682919479498e-07,1.42831220628636e-07,1.42521922708028e-07,1.42428139726647e-07,1.4253845226353e-07,1.40698777961745e-07,1.43037959698944e-07,1.42781205636489e-07,1.4251826685463e-07,1.43001499752771e-07,1.41918132245955e-07,8.77098165208423e-08,8.82570184712606e-08
bus3,8.08865637802469e-08,7.21887623011952e-08,6.89696609823542e-08,6.88619804511958e-08,6.89696609823542e-08,8.08865637802469e-08,8.03774219404474e-08,7.9935103314277e-08,8.13887630624066e-08,8.15115216434847e-08,8.13887630624066e-08,8.12613384360006e-08,8.12175822151318e-08,8.00746579043832e-08,8.00521529065179e-08,8.13887630624066e-08,8.07926532342407e-08,8.09040419103013e-08,8.2841367432529e-08,8.28624748816509e-08,8.15396739017871e-08,8.16065497399876e-08,8.07984232853443e-08,8.04538627940943e-08
bus4,1.37857192994417e-07,1.34506281002089e-07,1.17713606306857e-07,1.13653481070841e-07,1.17713606306857e-07,1.37857192994417e-07,1.41744740278504e-07,3.031618028837e-07,3.27625927609709e-07,3.26305649722691e-07,3.27625927609709e-07,3.26613001755405e-07,3.25515450372293e-07,3.06286407902867e-07,3.0606723222526e-07,3.27625927609709e-07,3.12514679357001e-07,3.34039785832019e-07,3.59251833947916e-07,3.54725494422503e-07,3.41110186652394e-07,3.26413519435853e-07,1.48629623719643e-07,1.41887678051233e-07
bus5,8.23238738290044e-08,8.19747156821649e-08,7.60088183504593e-08,7.53433599953723e-08,7.60088183504593e-08,8.23238738290044e-08,8.26147311672187e-08,1.72742407711368e-07,1.84392619506646e-07,1.8500274312494e-07,1.84392619506646e-07,1.83075716919667e-07,1.81716184433078e-07,1.74682066034215e-07,1.75134715951764e-07,1.84392619506646e-07,1.80523244353026e-07,1.91427038664926e-07,2.04488703192673e-07,2.05120244123336e-07,1.95071575670447e-07,1.84403116221254e-07,8.40003309132697e-08,8.23111580006142e-08
bus6,8.32314430709857e-08,8.26741961557076e-08,7.33498364269281e-08,7.26986095767046e-08,7.33498364269281e-08,8.32314430709857e-08,8.44224510299085e-08,1.96572694344255e-07,2.19399835632572e-07,2.20274907203333e-07,2.19399835632572e-07,2.16963152221972e-07,2.14395197928319e-07,2.00246334181031e-07,2.01046794767734e-07,2.19399835632572e-07,2.17537069246987e-07,2.35665463921286e-07,2.71158768438973e-07,2.74879343953316e-07,2.43583574754958e-07,2.21650599541157e-07,8.90029328015629e-08,8.29083237618988e-08
bus7,4.04851114743643e-07,4.36606335862955e-07,3.06324126508883e-07,1.70757699091695e-07,3.06324126508883e-07,4.04851114743643e-07,8.38847175610447e-07,1.58721374454718e-06,5.71795286885557e-06,7.12540712821674e-06,5.71795286885557e-06,4.54035466213032e-06,4.70920974726674e-06,1.83878330617393e-06,1.94676998022114e-06,5.71795286885557e-06,0.899363283681198,0.999966369311486,0.999997963054424,0.999997935942614,0.999994961323511,0.19062917599969,1.04246730858737e-06,6.81466446494916e-07
bus8,6.05196080916137e-07,7.96976306838282e-07,4.93275019719519e-07,1.77182809424359e-07,4.93275019608497e-07,6.05196080916137e-07,1.13968905690598e-06,0.499746113304138,0.999996474668875,0.999996435433737,0.999996474668875,0.999996361872845,0.999996626064444,0.836305758887349,0.998741194329891,0.999996474668875,0.999998312336569,0.999998510795055,0.999999276926745,0.999999271386553,0.999998972950857,0.99999862722292,1.12565557652822e-06,8.17769781891187e-07
bus9,1.17540468691502e-07,1.15933989408568e-07,8.68829431732721e-08,8.14512072233597e-08,8.68829431732721e-08,1.17540468691502e-07,1.29912358315387e-07,3.10344188347855e-07,3.64265984043044e-07,3.6214328147377e-07,3.64265984043044e-07,3.59771233360284e-07,3.54421891501921e-07,3.16472961281455e-07,3.19461831432832e-07,3.64265984043044e-07,3.74700526384331e-07,3.59562581375705e-07,3.93212165938905e-07,3.74322892571222e-07,3.89685192558886e-07,3.95489691107365e-07,1.43390898599272e-07,1.27218340195689e-07
bus10,1.31738436603968e-07,1.32645045947122e-07,9.33857503548907e-08,8.52713412102801e-08,9.33857503548907e-08,1.31738436603968e-07,1.43667779117784e-07,3.74334512054375e-07,4.32409988149196e-07,4.26754955928921e-07,4.32409988149196e-07,4.30680087482038e-07,4.28146199160651e-07,3.73870022052358e-07,3.76914631727843e-07,4.32409988149196e-07,4.29561294423841e-07,4.24375567353863e-07,4.28422840981213e-07,3.83758437139115e-07,4.82755513786515e-07,4.80423121063112e-07,1.67452324451034e-07,1.42090192056799e-07
bus11,1.37597623406371e-07,1.38356966883357e-07,1.0034882613752e-07,9.12769312355621e-08,1.0034882613752e-07,1.37597623406371e-07,1.55104775023673e-07,2.004500827546e-07,2.60097865911746e-07,2.6951916953788e-07,2.60097865911746e-07,2.47036995193461e-07,2.36359516070372e-07,2.06921136447491e-07,2.11017696316596e-07,2.60097865911746e-07,3.15541653805873e-07,4.18325285744814e-07,4.34458853004749e-07,4.06543393616232e-07,4.68321867619359e-07,3.17551176243214e-07,1.84481408926906e-07,1.52480145287903e-07
