Row,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
bus2,9.56997365797463e-08,9.59256167831768e-08,9.50786331888054e-08,9.51722747277728e-08,9.50786331888054e-08,9.56997365797463e-08,9.4973340747373e-08,1.4570095463462e-07,1.45688930919263e-07,1.45638167081685e-07,1.45688930919263e-07,1.4577318951936e-07,1.4584919894034e-07,1.4593376773675e-07,1.45941561502383e-07,1.45688930919263e-07,1.45492976999506e-07,1.47352037460635e-07,1.48113091347213e-07,1.48209730044258e-07,1.47761559876614e-07,1.45718232369418e-07,9.51830909645679e-08,9.52022525257945e-08
bus3,8.57977775492458e-08,7.5670842480946e-08,7.23170954231023e-08,7.20785813257407e-08,7.23170954231023e-08,8.57977775492458e-08,8.57335775705792e-08,8.89119560198992e-08,8.99245111707359e-08,8.99965366674138e-08,8.99245111707359e-08,8.99230525597261e-08,8.9803690039858e-08,8.97768941410249e-08,8.98309975294609e-08,8.99245111707359e-08,9.14440068111588e-08,9.30466677040442e-08,9.74328688840842e-08,9.80896541769027e-08,9.44475802011624e-08,9.05520962657391e-08,8.84016402302734e-08,8.57031079437576e-08
bus4,1.37567013780426e-07,1.3697007505975e-07,1.17185378956108e-07,1.19589126157393e-07,1.17185378956108e-07,1.37567013780426e-07,1.37547722767195e-07,2.44278510530549e-07,2.57478803833422e-07,2.59612092268213e-07,2.57478803833422e-07,2.56485202854151e-07,2.55625993483832e-07,2.54734817017876e-07,2.5697155447979e-07,2.57478803833422e-07,2.78311356405325e-07,2.98110111263128e-07,3.64212182413226e-07,3.80249319587023e-07,3.23423256176625e-07,2.66596119846696e-07,1.4695644612317e-07,1.38133577687327e-07
bus5,8.74695862407293e-08,8.7434525175567e-08,8.11036175996094e-08,8.08378779471042e-08,8.11036175996094e-08,8.74695862407293e-08,8.77900698803558e-08,1.57115662036134e-07,1.60680653227274e-07,1.61109095397904e-07,1.60680653227274e-07,1.60628349288316e-07,1.60509096458483e-07,1.604671033828e-07,1.60992810416261e-07,1.60680653227274e-07,1.66341244778323e-07,1.72633499495589e-07,1.92877430915672e-07,1.97565623194507e-07,1.79998989269237e-07,1.62953988525061e-07,9.27458261301695e-08,8.7554267169665e-08
bus6,8.94216083402455e-08,8.9086128030047e-08,7.9276938791395e-08,7.87021039450053e-08,7.9276938791395e-08,8.94216083402455e-08,9.01079473258903e-08,1.67960108488074e-07,1.7676367791708e-07,1.78400356931618e-07,1.7676367791708e-07,1.75979579575269e-07,1.75167177207669e-07,1.74599121605112e-07,1.7579950983837e-07,1.7676367791708e-07,1.94637789663332e-07,2.18342387281467e-07,2.8553837139178e-07,3.02642771954353e-07,2.41160170721955e-07,1.84119515411751e-07,9.86822559223555e-08,8.87189079978867e-08
bus7,3.97167222665473e-07,4.19187319300462e-07,2.21103420017243e-07,2.28629935206115e-07,2.21103420017243e-07,3.97167222665473e-07,4.88972074608185e-07,3.91750511141709e-06,0.799948613934662,0.79995286898218,0.799948613934662,0.79993072533544,0.44891149436403,0.0762157400787296,0.264722386663185,0.799948613934662,0.799998409268981,0.799999191153858,0.799999638296794,0.799999668268405,0.79999944855967,0.799996779225187,2.11454292164959e-06,4.38971609284522e-07
bus8,5.15353879571023e-07,6.65600397464772e-07,3.35196499667845e-07,3.15085021851402e-07,3.35196499667845e-07,5.15353879571023e-07,1.23252341932556e-06,0.799996611168966,0.799998859204754,0.7999988192667,0.799998859204754,0.799998922211544,0.799998731100521,0.799998904953149,0.799998771761107,0.799998859204754,0.799999384318776,0.799999620132414,0.799999786827028,0.799999803528508,0.799999683716714,0.799999293929351,0.744190942923087,4.67993755748353e-07
bus9,1.05550127971199e-07,1.03835599674085e-07,8.0259241252989e-08,7.80546980383434e-08,8.0259241252989e-08,1.05550127971199e-07,1.078965532475e-07,2.58029871691434e-07,3.22888699555435e-07,3.3226739071246e-07,3.22888699555435e-07,3.16525821109082e-07,3.08535801574195e-07,2.99987057861273e-07,3.10473477371787e-07,3.22888699555435e-07,4.02331013837909e-07,6.79886402066288e-07,1.67514317572781e-06,1.7548000321721e-06,7.97491331416822e-07,3.84951897913766e-07,1.29447850660824e-07,1.0813063355819e-07
bus10,1.1503420771497e-07,1.14461659705967e-07,8.2258829303683e-08,7.92398484605883e-08,8.2258829303683e-08,1.1503420771497e-07,1.18253265846135e-07,3.33543641595213e-07,4.55531596221803e-07,4.73757278962594e-07,4.55531596221803e-07,4.4580982883069e-07,4.33552449718988e-07,4.19839874421513e-07,4.410386500453e-07,4.55531596221803e-07,7.14881704722004e-07,1.42392173518857e-06,0.333316419214622,0.568748451034875,1.48244711395407e-06,6.26250932667105e-07,1.68256530708177e-07,1.1623915563419e-07
bus11,1.17509035613139e-07,1.17213970529662e-07,8.51556454239955e-08,8.27718553697565e-08,8.51556454239955e-08,1.17509035613139e-07,1.23861145784332e-07,1.95861810103892e-07,2.9197708939499e-07,3.08211706601114e-07,2.9197708939499e-07,2.76917047070668e-07,2.57929781755095e-07,2.40668978523928e-07,2.53732500343773e-07,2.9197708939499e-07,3.28690984652269e-07,1.28737163596071e-06,4.26691802712931e-06,3.86095524884666e-06,1.32177296041647e-06,3.68417373053376e-07,1.69906845481904e-07,1.21237647920935e-07
